,movie_title,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,movie_facebook_likes,genres,duration,facenumber_in_poster,country,title_year,budget,gross,imdb_score,Finance_ratio,Financial_Label,IMDb_Label,numeric_country,Action,Adventure,Sci-Fi,Romance,Animation,Mystery,Fantasy,Family,Comedy,Crime,Drama,Horror,Biography,Thriller
782,Drive ,458,0,423,33000,20,745,706,228,81000,Crime|Drama,100,0,31,2011,15000000,35054909,7.8,2.336993933,BlockBaster,CLASS-4,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0
783,One Day ,385,92,31,11000,354,5000,650,358,49000,Drama|Romance,107,0,31,2011,15000000,13766014,7.0,0.917734267,Flop,CLASS-3,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
784,The Son of No One ,169,68,80,17000,16,14000,817,642,0,Crime|Drama|Thriller,90,5,31,2011,15000000,28870,5.1,0.0019246670000000001,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,0,1,1,0,0,1
785,The Iron Lady ,502,58,334,11000,351,1000,603,583,18000,Biography|Drama|History,105,1,30,2011,13000000,29959436,6.4,2.3045720000000003,BlockBaster,CLASS-2,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0
786,Margaret ,361,50,323,13000,420,1000,394,338,0,Drama,186,1,31,2011,14000000,46495,6.5,0.0033210709999999997,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
787,Justin Bieber: Never Say Never ,323,209,488,569,663,69,95,41,62000,Documentary|Music,115,1,31,2011,13000000,73000942,1.6,5.615457077,BlockBaster,CLASS-1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Attack the Block ,291,115,244,1000,465,305,384,304,18000,Action|Comedy|Sci-Fi|Thriller,88,6,30,2011,13000000,1024175,6.6,0.078782692,Flop,CLASS-3,30,1,0,1,0,0,0,0,0,1,0,0,0,0,1
789,In the Land of Blood and Honey ,34,11000,216,306,549,164,101,116,0,Drama|Romance|War,127,0,31,2011,13000000,301305,4.3,0.023177307999999997,Flop,CLASS-1,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
790,Young Adult ,268,655,84,9000,569,786,161,390,0,Comedy|Drama,94,1,31,2011,12000000,16300302,6.3,1.3583584999999998,Hit,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
791,5 Days of War ,513,212,405,567,409,111,33,18,0,Action|Drama|War,113,9,10,2011,20000000,17149,5.6,0.00085745,Flop,CLASS-2,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0
792,The Best Exotic Marigold Hotel ,308,108,481,1000,575,400,129,186,48000,Comedy|Drama,124,3,30,2011,10000000,46377022,7.3,4.6377022000000006,BlockBaster,CLASS-3,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0
793,My Week with Marilyn ,581,64,145,13000,719,2000,425,918,17000,Biography|Drama,99,1,30,2011,6400000,14597405,7.0,2.280844531,BlockBaster,CLASS-3,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0
794,"Jeff, Who Lives at Home ",271,157,259,2000,256,616,649,581,0,Comedy|Drama,83,5,31,2011,10000000,4244155,6.5,0.4244155,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
795,Bucky Larson: Born to Be a Star ,634,105,136,982,415,503,587,269,0,Comedy,97,1,31,2011,10000000,2331318,3.3,0.23313179999999997,Flop,CLASS-1,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
796,A Better Life ,101,129,123,749,229,252,686,221,0,Drama|Romance,98,0,31,2011,10000000,1754319,7.2,0.1754319,Flop,CLASS-3,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
797,Killer Joe ,665,607,329,11000,656,414,123,251,12000,Crime|Drama|Romance|Thriller,98,0,31,2011,11000000,1987762,6.7,0.180705636,Flop,CLASS-3,31,0,0,0,1,0,0,0,0,0,1,1,0,0,1
798,Melancholia ,374,3000,16,10000,423,4000,139,844,50000,Drama|Sci-Fi,130,1,7,2011,7400000,3029870,7.1,0.40944189200000003,Flop,CLASS-3,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0
799,Glee: The 3D Concert Movie ,367,64,289,2000,294,892,455,748,0,Documentary|Music,84,0,31,2011,9000000,11860839,5.4,1.317871,Hit,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,50/50 ,326,129,254,23000,46,10000,118,3000,40000,Comedy|Drama|Romance,100,2,31,2011,8000000,34963967,7.7,4.370495875,BlockBaster,CLASS-4,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
801,Prom ,293,18,75,1000,709,962,6,741,0,Comedy|Drama,104,0,31,2011,8000000,10106233,5.4,1.263279125,Hit,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
802,Albert Nobbs ,540,127,335,3000,516,415,514,373,0,Drama,113,3,30,2011,8000000,3014541,6.7,0.376817625,Flop,CLASS-3,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0
803,Jumping the Broom ,559,70,169,1000,456,912,478,826,0,Comedy|Drama,112,8,31,2011,6600000,37295394,5.7,5.6508172729999995,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
804,We Need to Talk About Kevin ,390,159,158,3000,675,294,65,77,38000,Drama|Thriller,112,0,30,2011,7000000,1738692,7.5,0.24838457100000003,Flop,CLASS-3,30,0,0,0,0,0,0,0,0,0,0,1,0,0,1
805,Shame ,597,0,337,13000,548,898,334,726,23000,Drama,101,0,30,2011,6500000,4000304,7.3,0.615431385,Flop,CLASS-3,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0
806,Bernie ,520,0,329,11000,100,106,676,84,15000,Comedy|Crime|Drama,99,1,31,2011,5000000,9203192,6.8,1.8406383999999998,Super Hit,CLASS-3,31,0,0,0,0,0,0,0,0,1,1,1,0,0,0
807,The Guard ,309,51,135,3000,265,482,837,28,17000,Comedy|Crime|Thriller,96,0,17,2011,6000000,5359774,7.3,0.8932956670000001,Flop,CLASS-3,17,0,0,0,0,0,0,0,0,1,1,0,0,0,1
808,Snow Flower and the Secret Fan ,658,61,52,974,635,595,375,451,0,Drama|History,104,0,5,2011,6000000,1346503,6.1,0.224417167,Flop,CLASS-2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
809,Le Havre ,3,592,214,232,402,67,359,36,0,Comedy|Drama,93,1,8,2011,3850000,611709,7.2,0.158885455,Flop,CLASS-3,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0
810,Salvation Boulevard ,215,3,232,472,171,39,566,38,1000,Action|Comedy|Drama|Thriller,96,5,31,2011,9000000,27445,5.3,0.003049444,Flop,CLASS-2,31,1,0,0,0,0,0,0,0,1,0,1,0,0,1
811,Headhunters ,447,77,6,286,696,52,428,27,23000,Crime|Drama|Thriller,100,3,22,2011,30300000,1196752,7.6,0.039496766,Flop,CLASS-4,22,0,0,0,0,0,0,0,0,0,1,1,0,0,1
812,Paranormal Activity 3 ,235,24,242,581,683,438,157,434,24000,Horror,94,0,31,2011,5000000,104007828,5.8,20.8015656,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0
813,Our Idiot Brother ,283,37,505,11000,9,3000,772,1000,11000,Comedy|Drama,90,1,31,2011,5000000,24809547,6.4,4.961909400000001,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
814,Apollo 18 ,221,17,496,520,640,270,37,205,0,Horror|Mystery|Sci-Fi|Thriller,86,0,31,2011,5000000,17683670,5.2,3.5367339999999996,BlockBaster,CLASS-2,31,0,0,1,0,0,1,0,0,0,0,0,1,0,1
815,Tangled ,452,15,59,799,220,553,503,284,29000,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,100,1,31,2010,260000000,200807262,7.8,0.7723356229999999,Flop,CLASS-4,31,0,1,0,1,1,0,1,1,1,0,0,0,0,0
816,Robin Hood ,523,0,317,891,753,882,730,738,17000,Action|Adventure|Drama|History,156,0,31,2010,200000000,105219735,6.7,0.526098675,Flop,CLASS-3,31,1,1,0,0,0,0,0,0,0,0,1,0,0,0
817,Alice in Wonderland ,620,13000,248,40000,18,25000,48,11000,24000,Adventure|Family|Fantasy,108,0,31,2010,200000000,334185206,6.5,1.67092603,Hit,CLASS-2,31,0,1,0,0,0,0,1,1,0,0,0,0,0,0
818,TRON: Legacy ,338,364,215,12000,562,10000,339,1000,30000,Action|Adventure|Sci-Fi,125,0,31,2010,170000000,172051787,6.8,1.012069335,Average,CLASS-3,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0
819,Toy Story 3 ,379,125,477,15000,365,1000,214,721,30000,Adventure|Animation|Comedy|Family|Fantasy,103,3,31,2010,200000000,414984497,8.3,2.074922485,BlockBaster,CLASS-4,31,0,1,0,0,1,0,1,1,1,0,0,0,0,0
820,Prince of Persia: The Sands of Time ,444,179,199,15000,605,567,661,236,23000,Action|Adventure|Fantasy|Romance,116,2,31,2010,200000000,90755643,6.6,0.453778215,Flop,CLASS-3,31,1,1,0,1,0,0,1,0,0,0,0,0,0,0
821,Iron Man 2 ,319,4000,410,21000,654,19000,397,4000,18000,Action|Adventure|Sci-Fi,124,4,31,2010,200000000,312057433,7.0,1.560287165,Hit,CLASS-3,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0
822,Shrek Forever After ,443,31,250,4000,401,225,519,213,0,Adventure|Animation|Comedy|Family|Fantasy,93,2,31,2010,165000000,238371987,6.4,1.444678709,Hit,CLASS-2,31,0,1,0,0,1,0,1,1,1,0,0,0,0,0
823,How to Train Your Dragon ,158,255,173,18000,36,953,165,759,33000,Adventure|Animation|Family|Fantasy,98,0,31,2010,165000000,217387997,8.2,1.317503012,Hit,CLASS-4,31,0,1,0,0,1,0,1,1,0,0,0,0,0,0
824,Inception ,107,22000,291,29000,725,27000,409,23000,175000,Action|Adventure|Sci-Fi|Thriller,148,0,31,2010,160000000,292568851,8.8,1.8285553190000001,Super Hit,CLASS-4,31,1,1,1,0,0,0,0,0,0,0,0,0,0,1
825,The Sorcerer's Apprentice ,325,226,367,12000,564,418,682,370,11000,Action|Adventure|Family|Fantasy,109,0,31,2010,150000000,63143812,6.1,0.420958747,Flop,CLASS-2,31,1,1,0,0,0,0,1,1,0,0,0,0,0,0
826,The Chronicles of Narnia: The Voyage of the Dawn Treader ,417,150,66,531,667,82,474,59,11000,Adventure|Family|Fantasy,113,4,31,2010,155000000,104383624,6.3,0.673442735,Flop,CLASS-2,31,0,1,0,0,0,0,1,1,0,0,0,0,0,0
827,The Wolfman ,292,394,32,12000,674,490,63,162,0,Drama|Fantasy|Horror|Thriller,119,0,31,2010,150000000,61937495,5.8,0.412916633,Flop,CLASS-2,31,0,0,0,0,0,0,1,0,0,0,1,1,0,1
828,The Last Airbender ,391,0,439,1000,553,756,0,346,18000,Action|Adventure|Family|Fantasy,103,0,31,2010,150000000,131564731,4.2,0.8770982070000001,Flop,CLASS-1,31,1,1,0,0,0,0,1,1,0,0,0,0,0,0
829,Salt ,501,176,29,11000,40,702,70,282,23000,Action|Crime|Mystery|Thriller,101,1,31,2010,110000000,118311368,6.4,1.0755578909999999,Average,CLASS-2,31,1,0,0,0,0,1,0,0,0,1,0,0,0,1
830,Megamind ,640,96,193,24000,95,11000,842,8000,13000,Action|Animation|Comedy|Family|Sci-Fi,95,3,31,2010,130000000,148337537,7.3,1.141057977,Average,CLASS-3,31,1,0,1,0,1,0,0,1,1,0,0,0,0,0
831,Clash of the Titans ,387,255,296,14000,331,1000,16,850,15000,Action|Adventure|Fantasy,106,0,31,2010,125000000,163192114,5.8,1.305536912,Hit,CLASS-2,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0
832,How Do You Know ,256,274,442,273,213,216,791,157,0,Comedy|Drama|Romance,121,4,31,2010,120000000,30212620,5.3,0.251771833,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
833,Knight and Day ,258,446,476,10000,473,973,406,877,11000,Action|Comedy|Romance,117,0,31,2010,117000000,76418654,6.3,0.653150889,Flop,CLASS-2,31,1,0,0,1,0,0,0,0,1,0,0,0,0,0
834,Gulliver's Travels ,525,11,200,480,129,392,607,116,0,Adventure|Comedy|Family|Fantasy,85,1,31,2010,112000000,42776259,4.9,0.38193088399999997,Flop,CLASS-1,31,0,1,0,0,0,0,1,1,1,0,0,0,0,0
835,Little Fockers ,485,80,409,22000,87,713,789,708,0,Comedy|Romance,98,10,31,2010,100000000,148383780,5.5,1.4838378,Hit,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
836,The Other Guys ,1,285,141,12000,750,8000,204,107,16000,Action|Comedy|Crime,116,2,31,2010,100000000,119219978,6.7,1.19219978,Average,CLASS-3,31,1,0,0,0,0,0,0,0,1,1,0,0,0,0
837,The Tourist ,197,207,248,40000,44,11000,703,3000,25000,Action|Romance|Thriller,103,0,31,2010,100000000,67631157,6.0,0.67631157,Flop,CLASS-2,31,1,0,0,1,0,0,0,0,0,0,0,0,0,1
838,Legend of the Guardians: The Owls of Ga'Hoole ,675,0,0,2000,606,653,53,577,16000,Action|Adventure|Animation|Family|Fantasy,101,1,31,2010,80000000,55673333,7.0,0.695916663,Flop,CLASS-3,31,1,1,0,0,1,0,1,1,0,0,0,0,0,0
839,Green Zone ,477,521,323,13000,662,537,317,95,0,Action|Drama|Thriller|War,115,1,9,2010,100000000,35024475,6.9,0.35024475,Flop,CLASS-3,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1
840,Sex and the City 2 ,426,127,92,962,452,740,466,722,0,Comedy|Drama|Romance,146,4,31,2010,100000000,95328937,4.3,0.95328937,Flop,CLASS-1,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
841,Percy Jackson & the Olympians: The Lightning Thief ,96,0,301,8000,629,3000,772,1000,9000,Adventure|Family|Fantasy,118,0,30,2010,95000000,88761720,5.9,0.934333895,Flop,CLASS-2,30,0,1,0,0,0,0,1,1,0,0,0,0,0,0
842,Unstoppable ,648,12000,126,18000,629,3000,251,1000,18000,Action|Thriller,98,1,31,2010,100000000,81557479,6.8,0.81557479,Flop,CLASS-3,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1
843,The Nutcracker in 3D ,27,96,444,887,541,886,673,554,788,Action|Family|Fantasy|Musical,110,0,30,2010,90000000,190562,4.4,0.002117356,Flop,CLASS-1,30,1,0,0,0,0,0,1,1,0,0,0,0,0,0
844,Scott Pilgrim vs. the World ,179,1000,30,10000,420,1000,238,719,36000,Action|Comedy|Fantasy|Romance,112,0,31,2010,60000000,31494270,7.5,0.5249045,Flop,CLASS-3,31,1,0,0,1,0,0,1,0,1,0,0,0,0,0
845,Cats & Dogs: The Revenge of Kitty Galore ,72,62,194,975,661,760,444,615,0,Action|Comedy|Family|Fantasy,82,0,31,2010,85000000,43575716,4.3,0.512655482,Flop,CLASS-1,31,1,0,0,0,0,0,1,1,1,0,0,0,0,0
846,The Expendables ,609,13000,209,26000,695,13000,374,5000,57000,Action|Adventure|Thriller,113,9,31,2010,80000000,102981571,6.5,1.287269638,Hit,CLASS-2,31,1,1,0,0,0,0,0,0,0,0,0,0,0,1
847,Shutter Island ,409,17000,291,29000,374,223,584,163,53000,Mystery|Thriller,138,0,31,2010,80000000,127968405,8.1,1.599605063,Hit,CLASS-4,31,0,0,0,0,0,1,0,0,0,0,0,0,0,1
848,The Book of Eli ,8,117,126,18000,524,15000,277,10000,20000,Action|Adventure|Drama|Thriller,118,0,31,2010,80000000,94822707,6.9,1.185283838,Average,CLASS-3,31,1,1,0,0,0,0,0,0,0,0,1,0,0,1
849,Yogi Bear ,186,40,265,3000,722,642,413,375,0,Adventure|Animation|Comedy|Family,80,0,31,2010,80000000,100169068,4.6,1.25211335,Hit,CLASS-1,31,0,1,0,0,1,0,0,1,1,0,0,0,0,0
850,Grown Ups ,165,221,455,12000,8,11000,712,4000,12000,Comedy,102,4,31,2010,80000000,162001186,6.0,2.025014825,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
851,Killers ,532,126,480,19000,451,1000,127,925,0,Action|Comedy|Romance|Thriller,100,2,31,2010,75000000,47000485,5.4,0.6266731329999999,Flop,CLASS-2,31,1,0,0,1,0,0,0,0,1,0,0,0,0,1
852,Wall Street: Money Never Sleeps ,470,0,165,903,63,592,393,17,13000,Drama,136,2,31,2010,70000000,52474616,6.3,0.7496373709999999,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
853,The Twilight Saga: Eclipse ,154,171,411,21000,425,17000,47,10000,29000,Adventure|Drama|Fantasy|Romance,124,3,31,2010,68000000,300523113,4.9,4.419457544,BlockBaster,CLASS-1,31,0,1,0,1,0,0,1,0,0,0,1,0,0,0
854,Despicable Me ,503,275,456,7000,527,2000,324,975,31000,Animation|Comedy|Family,87,0,31,2010,69000000,251501645,7.7,3.644951377,BlockBaster,CLASS-4,31,0,0,0,0,1,0,0,1,1,0,0,0,0,0
855,Due Date ,632,480,410,21000,585,561,528,490,25000,Comedy|Drama,95,3,31,2010,65000000,100448498,6.6,1.545361508,Hit,CLASS-3,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
856,Eat Pray Love ,557,708,201,11000,385,8000,87,745,26000,Drama|Romance,140,1,31,2010,60000000,80574010,5.7,1.3429001669999998,Hit,CLASS-2,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
857,RED ,535,124,67,13000,533,11000,347,357,32000,Action|Comedy|Crime|Thriller,111,4,31,2010,58000000,90356857,7.1,1.557876845,Hit,CLASS-3,31,1,0,0,0,0,0,0,0,1,1,0,0,0,1
858,Edge of Darkness ,407,258,56,2000,595,1000,202,896,0,Crime|Drama|Mystery|Thriller,117,1,30,2010,80000000,43290977,6.6,0.541137213,Flop,CLASS-3,30,0,0,0,0,0,1,0,0,0,1,1,0,0,1
859,Resident Evil: Afterlife ,484,545,350,14000,93,1000,746,529,19000,Action|Adventure|Horror|Sci-Fi,97,1,11,2010,60000000,60128566,5.9,1.002142767,Average,CLASS-2,11,1,1,1,0,0,0,0,0,0,0,0,1,0,0
860,Date Night ,580,189,349,15000,324,11000,771,7000,0,Comedy|Crime|Romance|Thriller,101,2,31,2010,55000000,98711404,6.3,1.7947528000000001,Super Hit,CLASS-2,31,0,0,0,1,0,0,0,0,1,1,0,0,0,1
861,Burlesque ,595,59,154,2000,579,828,195,676,19000,Drama|Music|Musical|Romance,119,1,31,2010,55000000,39440655,6.4,0.717102818,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
862,Valentine's Day ,202,0,61,14000,701,12000,48,11000,9000,Comedy|Romance,125,12,31,2010,52000000,110476776,5.7,2.124553385,BlockBaster,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
863,From Paris with Love ,504,180,266,211,34,135,660,75,0,Action|Thriller,92,1,9,2010,52000000,23324666,6.5,0.448551269,Flop,CLASS-2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1
864,Marmaduke ,635,9,152,15000,383,2000,772,1000,0,Comedy|Family,87,0,31,2010,50000000,33643461,4.2,0.67286922,Flop,CLASS-1,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0
865,Hereafter ,113,16000,323,13000,335,563,169,447,16000,Drama|Fantasy,129,0,31,2010,50000000,32741596,6.5,0.65483192,Flop,CLASS-2,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0
866,Fair Game ,172,218,359,6000,735,3000,109,405,9000,Biography|Drama|Thriller,108,2,31,2010,22000000,9528092,6.8,0.433095091,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,1,1
867,Jonah Hex ,288,39,337,13000,81,541,424,364,0,Action|Drama|Fantasy|Thriller|Western,81,1,31,2010,47000000,10539414,4.7,0.22424285100000002,Flop,CLASS-1,31,1,0,0,0,0,0,1,0,0,0,1,0,0,1
868,The Ghost Writer ,546,2000,230,854,563,766,799,501,15000,Mystery|Thriller,128,2,9,2010,45000000,15523168,7.2,0.344959289,Flop,CLASS-3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1
869,The Bounty Hunter ,32,72,173,18000,221,1000,630,789,0,Action|Comedy|Romance,110,1,31,2010,40000000,67061228,5.5,1.6765307,Hit,CLASS-2,31,1,0,0,1,0,0,0,0,1,0,0,0,0,0
870,Charlie St. Cloud ,83,23,37,405,135,268,825,135,0,Drama|Fantasy|Romance,99,1,31,2010,44000000,31136950,6.5,0.707657955,Flop,CLASS-2,31,0,0,0,1,0,0,1,0,0,0,1,0,0,0
871,The Warrior's Way ,584,19,484,624,219,489,360,433,0,Action|Fantasy|Western,100,1,21,2010,45000000,5664251,6.3,0.125872244,Flop,CLASS-2,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0
872,The Social Network ,143,21000,28,10000,224,349,510,81,74000,Biography|Drama,120,0,31,2010,40000000,96917897,7.7,2.422947425,BlockBaster,CLASS-4,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
873,Predators ,464,190,485,2000,28,1000,205,520,17000,Action|Adventure|Sci-Fi|Thriller,107,0,31,2010,40000000,52000688,6.4,1.3000171999999999,Hit,CLASS-2,31,1,1,1,0,0,0,0,0,0,0,0,0,0,1
874,Morning Glory ,543,50,368,293,568,117,826,58,0,Comedy|Drama|Romance,107,0,31,2010,40000000,30993544,6.5,0.7748385999999999,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
875,The Town ,55,0,225,10000,367,4000,615,206,29000,Crime|Drama|Thriller,150,7,31,2010,37000000,92173235,7.6,2.491168514,BlockBaster,CLASS-4,31,0,0,0,0,0,0,0,0,0,1,1,0,0,1
876,Cop Out ,366,0,67,13000,733,642,459,574,0,Action|Comedy|Crime,107,2,31,2010,37000000,44867349,5.6,1.212631054,Average,CLASS-2,31,1,0,0,0,0,0,0,0,1,1,0,0,0,0
877,Hot Tub Time Machine ,598,38,82,496,166,390,167,318,12000,Comedy|Sci-Fi,101,8,31,2010,36000000,50213619,6.4,1.39482275,Hit,CLASS-2,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0
878,True Grit ,191,1000,323,13000,336,12000,111,538,36000,Adventure|Drama|Western,110,0,31,2010,38000000,171031347,7.7,4.500824921,BlockBaster,CLASS-4,31,0,1,0,0,0,0,0,0,0,0,1,0,0,0
879,Secretariat ,510,130,436,826,411,638,223,426,0,Biography|Drama|Family|History|Sport,123,0,31,2010,35000000,59699513,7.2,1.705700371,Hit,CLASS-3,31,0,0,0,0,0,0,0,1,0,0,1,0,1,0
880,The Back-up Plan ,6,16,116,1000,557,700,803,584,0,Comedy|Romance,104,0,31,2010,35000000,37481242,5.3,1.070892629,Average,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
881,Nanny McPhee Returns ,607,24,113,287,79,175,249,167,0,Comedy|Family|Fantasy,109,5,30,2010,35000000,28995450,6.1,0.8284414290000001,Flop,CLASS-2,30,0,0,0,0,0,0,1,1,1,0,0,0,0,0
882,Furry Vengeance ,542,16,63,3000,108,1000,526,734,0,Comedy|Family,92,1,31,2010,35000000,17596256,3.8,0.502750171,Flop,CLASS-1,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0
883,Takers ,307,34,389,23000,291,4000,354,1000,0,Action|Crime|Thriller,107,5,31,2010,20000000,57744720,6.2,2.887236,BlockBaster,CLASS-2,31,1,0,0,0,0,0,0,0,0,1,0,0,0,1
884,Repo Men ,435,238,19,1000,585,561,850,447,12000,Action|Crime|Sci-Fi|Thriller,119,0,31,2010,32000000,13763130,6.3,0.430097813,Flop,CLASS-2,31,1,0,1,0,0,0,0,0,0,1,0,0,0,1
885,Going the Distance ,450,8,407,839,405,730,379,472,0,Comedy|Romance,102,0,31,2010,32000000,17797316,6.3,0.556166125,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
886,Extraordinary Measures ,643,12,180,11000,102,3000,10,946,0,Drama,106,2,31,2010,31000000,11854694,6.5,0.38240948399999997,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
887,Letters to Juliet ,207,56,490,898,475,60,498,22,13000,Comedy|Drama|Romance,105,1,31,2010,30000000,53021560,6.5,1.7673853330000002,Super Hit,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
888,Step Up 3D ,323,209,24,2000,686,594,256,357,16000,Drama|Music|Romance,107,0,31,2010,30000000,42385520,6.2,1.4128506669999998,Hit,CLASS-2,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
889,The Next Three Days ,478,549,380,10000,183,796,7,343,27000,Crime|Drama|Romance|Thriller,133,0,31,2010,35000000,21129348,7.4,0.603695657,Flop,CLASS-3,31,0,0,0,1,0,0,0,0,0,1,1,0,0,1
890,Love & Other Drugs ,180,380,199,15000,48,11000,421,2000,24000,Comedy|Drama|Romance,112,0,31,2010,30000000,32357532,6.7,1.0785844,Average,CLASS-3,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
891,The Spy Next Door ,79,32,309,1000,35,626,285,453,0,Action|Comedy|Family,94,4,31,2010,28000000,24268828,5.4,0.866743857,Flop,CLASS-2,31,1,0,0,0,0,0,0,1,1,0,0,0,0,0
892,Legion ,570,124,125,2000,396,850,136,534,0,Action|Fantasy|Horror,100,0,31,2010,26000000,40168080,5.2,1.544926154,Hit,CLASS-2,31,1,0,0,0,0,0,1,0,0,0,0,1,0,0
893,The Losers ,608,41,89,11000,333,673,861,619,0,Action|Crime|Drama|Mystery|Thriller,97,1,31,2010,25000000,23527955,6.4,0.9411181999999999,Flop,CLASS-2,31,1,0,0,0,0,1,0,0,0,1,1,0,0,1
894,Don't Be Afraid of the Dark ,650,24,38,3000,17,441,325,155,10000,Fantasy|Horror|Thriller,99,1,31,2010,25000000,24042490,5.6,0.9616995999999999,Flop,CLASS-2,31,0,0,0,0,0,0,1,0,0,0,0,1,0,1
895,My Soul to Take ,661,0,164,798,243,374,855,255,0,Horror|Mystery|Thriller,107,2,31,2010,25000000,14637490,4.8,0.5854996,Flop,CLASS-1,31,0,0,0,0,0,1,0,0,0,0,0,1,0,1
896,The Conspirator ,533,0,414,18000,729,1000,766,939,0,Crime|Drama|History,122,0,31,2010,25000000,11538204,7.0,0.46152816,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0
897,Little White Lies ,226,0,166,541,77,173,290,92,0,Comedy|Drama,134,6,9,2010,25000000,183662,7.1,0.00734648,Flop,CLASS-3,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0
898,Love Ranch ,612,138,437,908,65,581,289,416,636,Comedy|Drama|Romance|Sport,117,9,31,2010,25000000,134904,5.7,0.00539616,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
899,Piranha 3D ,16,192,2,3000,406,859,372,847,13000,Comedy|Horror,88,0,31,2010,24000000,25003072,5.5,1.041794667,Average,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,1,0,0
900,Faster ,216,88,141,12000,721,854,565,706,12000,Action|Crime|Drama|Thriller,98,1,31,2010,24000000,23225911,6.5,0.9677462920000001,Flop,CLASS-2,31,1,0,0,0,0,0,0,0,0,1,1,0,0,1
901,Stone ,299,43,409,22000,525,14000,263,827,0,Drama|Thriller,105,1,31,2010,22000000,1796024,5.4,0.081637455,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,1
902,Jackass 3D ,277,79,39,608,692,362,147,218,0,Action|Comedy|Documentary,101,1,31,2010,20000000,117224271,7.1,5.86121355,BlockBaster,CLASS-3,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0
